date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:15:37	21930/21930	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Dec%202017%2013:00:50%20GMT	http://www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2017/12/auqarium_filter2-300x225.jpg	/home/latish/websites/httrack/latish-sherigar.com/www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2017/12/auqarium_filter2-300x225.jpg	(from http://localhost/blogs/iLatish/)
18:15:45	32807/32807	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:45:37%20GMT	http://localhost/blogs/iLatish/balance/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/balance/index.html	(from http://localhost/blogs/iLatish/)
18:15:47	121030/121030	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Dec%202017%2013:00:50%20GMT	http://www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2017/12/auqarium_filter2.jpg	/home/latish/websites/httrack/latish-sherigar.com/www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2017/12/auqarium_filter2.jpg	(from http://localhost/blogs/iLatish/)
18:15:51	23141/23141	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Dec%202017%2013:00:55%20GMT	http://www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2017/12/auqarium_filter1-300x225.jpg	/home/latish/websites/httrack/latish-sherigar.com/www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2017/12/auqarium_filter1-300x225.jpg	(from http://localhost/blogs/iLatish/)
18:15:59	121549/121549	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Dec%202017%2013:00:54%20GMT	http://www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2017/12/auqarium_filter1.jpg	/home/latish/websites/httrack/latish-sherigar.com/www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2017/12/auqarium_filter1.jpg	(from http://localhost/blogs/iLatish/)
18:16:01	29810/29810	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:45:52%20GMT	http://localhost/blogs/iLatish/pathi-patni-aur-woh-reloaded/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/pathi-patni-aur-woh-reloaded/index.html	(from http://localhost/blogs/iLatish/)
18:16:11	43328/43328	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Oct%202014%2010:30:42%20GMT	http://www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2014/10/misleading_hp_ad-151x300.png	/home/latish/websites/httrack/latish-sherigar.com/www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2014/10/misleading_hp_ad-151x300.png	(from http://localhost/blogs/iLatish/)
18:16:12	64024/64024	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Oct%202014%2010:30:41%20GMT	http://www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2014/10/misleading_hp_ad.png	/home/latish/websites/httrack/latish-sherigar.com/www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2014/10/misleading_hp_ad.png	(from http://localhost/blogs/iLatish/)
18:16:16	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from http://localhost/blogs/iLatish/)
18:16:17	173781/173781	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:45:24%20GMT	http://localhost/blogs/iLatish/wp-json/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/index.html	(from http://localhost/blogs/iLatish/)
18:16:19	219262/219262	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jul%202015%2016:03:11%20GMT	http://www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2015/07/apj_facebook_like.png	/home/latish/websites/httrack/latish-sherigar.com/www.latish-sherigar.com/blogs/iLatish/wp-content/uploads/2015/07/apj_facebook_like.png	(from http://localhost/blogs/iLatish/)
18:16:19	34097/34097	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:13%20GMT	http://localhost/blogs/iLatish/religion/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/religion/index.html	(from http://localhost/blogs/iLatish/)
18:16:21	2067/2067	---M-Z	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680-gzip%22	https://gmpg.org/xfn/default.css	/home/latish/websites/httrack/latish-sherigar.com/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
18:16:23	32737/32737	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:16%20GMT	http://localhost/blogs/iLatish/my-customized-aquarium-top-filter-setup/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/my-customized-aquarium-top-filter-setup/index.html	(from http://localhost/blogs/iLatish/)
18:16:25	4170/4170	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:22%20GMT	https://gmpg.org/xfn/.	/home/latish/websites/httrack/latish-sherigar.com/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
18:16:25	30466/30466	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:19%20GMT	http://localhost/blogs/iLatish/2021/04/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2021/04/index.html	(from http://localhost/blogs/iLatish/)
18:16:25	29258/29258	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:20%20GMT	http://localhost/blogs/iLatish/2020/05/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2020/05/index.html	(from http://localhost/blogs/iLatish/)
18:16:29	28102/28102	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:23%20GMT	http://localhost/blogs/iLatish/2019/12/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2019/12/index.html	(from http://localhost/blogs/iLatish/)
18:16:29	16269/16269	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:26%20GMT	https://gmpg.org/xfn/intro	/home/latish/websites/httrack/latish-sherigar.com/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
18:16:31	30512/30512	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:25%20GMT	http://localhost/blogs/iLatish/2019/09/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2019/09/index.html	(from http://localhost/blogs/iLatish/)
18:16:31	29076/29076	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:25%20GMT	http://localhost/blogs/iLatish/2017/12/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2017/12/index.html	(from http://localhost/blogs/iLatish/)
18:16:33	30657/30657	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:29%20GMT	http://localhost/blogs/iLatish/2015/07/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2015/07/index.html	(from http://localhost/blogs/iLatish/)
18:16:35	7342/7342	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:31%20GMT	https://gmpg.org/xfn/faq	/home/latish/websites/httrack/latish-sherigar.com/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
18:16:38	28908/28908	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:31%20GMT	http://localhost/blogs/iLatish/2014/10/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2014/10/index.html	(from http://localhost/blogs/iLatish/)
18:16:38	34522/34522	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:31%20GMT	http://localhost/blogs/iLatish/2013/09/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2013/09/index.html	(from http://localhost/blogs/iLatish/)
18:16:40	28065/28065	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:33%20GMT	http://localhost/blogs/iLatish/2013/02/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2013/02/index.html	(from http://localhost/blogs/iLatish/)
18:16:42	28599/28599	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:35%20GMT	http://localhost/blogs/iLatish/2012/04/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2012/04/index.html	(from http://localhost/blogs/iLatish/)
18:16:43	4925/4925	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:46:40%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/173	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/173.json	(from http://localhost/blogs/iLatish/solving-a-problem/)
18:16:43	28582/28582	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:38%20GMT	http://localhost/blogs/iLatish/2012/01/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2012/01/index.html	(from http://localhost/blogs/iLatish/)
18:16:43	28473/28473	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:38%20GMT	http://localhost/blogs/iLatish/2011/12/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2011/12/index.html	(from http://localhost/blogs/iLatish/)
18:16:44	2128/2128	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:46:42%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fsolving-a-problem%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed02e0.json	(from http://localhost/blogs/iLatish/solving-a-problem/)
18:16:47	27845/27845	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:43%20GMT	http://localhost/blogs/iLatish/2011/11/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2011/11/index.html	(from http://localhost/blogs/iLatish/)
18:16:49	2981/2981	---M--	200	added ('OK')	text/javascript	etag:%22ba5-60dba34f4e46a%22	http://localhost/blogs/iLatish/wp-includes/js/comment-reply.min.js?ver=6.4.2	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-includes/js/comment-reply.min1e39.js	(from http://localhost/blogs/iLatish/solving-a-problem/)
18:16:49	2280/2280	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:46:45%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fsolving-a-problem%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embeda13f	(from http://localhost/blogs/iLatish/solving-a-problem/)
18:16:49	28233/28233	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:44%20GMT	http://localhost/blogs/iLatish/2010/12/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2010/12/index.html	(from http://localhost/blogs/iLatish/)
18:16:49	28967/28967	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:44%20GMT	http://localhost/blogs/iLatish/2011/10/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2011/10/index.html	(from http://localhost/blogs/iLatish/)
18:16:53	3797/3797	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:46:50%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/169	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/169.json	(from http://localhost/blogs/iLatish/balance/)
18:16:54	30267/30267	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:49%20GMT	http://localhost/blogs/iLatish/2010/10/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2010/10/index.html	(from http://localhost/blogs/iLatish/)
18:16:56	2078/2078	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:46:53%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fbalance%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed2037.json	(from http://localhost/blogs/iLatish/balance/)
18:16:57	27998/27998	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:51%20GMT	http://localhost/blogs/iLatish/2010/05/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2010/05/index.html	(from http://localhost/blogs/iLatish/)
18:16:57	28636/28636	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:51%20GMT	http://localhost/blogs/iLatish/2010/01/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2010/01/index.html	(from http://localhost/blogs/iLatish/)
18:16:59	2230/2230	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:46:56%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fbalance%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed32e6	(from http://localhost/blogs/iLatish/balance/)
18:16:59	28703/28703	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:54%20GMT	http://localhost/blogs/iLatish/2009/12/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2009/12/index.html	(from http://localhost/blogs/iLatish/)
18:17:03	1715/1715	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:47:00%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/166	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/166.json	(from http://localhost/blogs/iLatish/pathi-patni-aur-woh-reloaded/)
18:17:03	30247/30247	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:57%20GMT	http://localhost/blogs/iLatish/2009/09/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2009/09/index.html	(from http://localhost/blogs/iLatish/)
18:17:03	28314/28314	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:57%20GMT	http://localhost/blogs/iLatish/2009/08/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2009/08/index.html	(from http://localhost/blogs/iLatish/)
18:17:03	28423/28423	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:46:59%20GMT	http://localhost/blogs/iLatish/2009/07/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2009/07/index.html	(from http://localhost/blogs/iLatish/)
18:17:03	2240/2240	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:47:03%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fpathi-patni-aur-woh-reloaded%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embedbabe.json	(from http://localhost/blogs/iLatish/pathi-patni-aur-woh-reloaded/)
18:17:12	30486/30486	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:04%20GMT	http://localhost/blogs/iLatish/2008/09/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2008/09/index.html	(from http://localhost/blogs/iLatish/)
18:17:12	31590/31590	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:04%20GMT	http://localhost/blogs/iLatish/2008/12/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2008/12/index.html	(from http://localhost/blogs/iLatish/)
18:17:12	27915/27915	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:04%20GMT	http://localhost/blogs/iLatish/2008/06/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2008/06/index.html	(from http://localhost/blogs/iLatish/)
18:17:12	35521/35521	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:04%20GMT	http://localhost/blogs/iLatish/2008/07/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2008/07/index.html	(from http://localhost/blogs/iLatish/)
18:17:13	2395/2395	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:47:12%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fpathi-patni-aur-woh-reloaded%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed427e	(from http://localhost/blogs/iLatish/pathi-patni-aur-woh-reloaded/)
18:17:17	30312/30312	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:13%20GMT	http://localhost/blogs/iLatish/2008/05/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2008/05/index.html	(from http://localhost/blogs/iLatish/)
18:17:17	30682/30682	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:13%20GMT	http://localhost/blogs/iLatish/2008/04/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2008/04/index.html	(from http://localhost/blogs/iLatish/)
18:17:17	28231/28231	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:13%20GMT	http://localhost/blogs/iLatish/2008/03/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2008/03/index.html	(from http://localhost/blogs/iLatish/)
18:17:19	30953/30953	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:14%20GMT	http://localhost/blogs/iLatish/2008/02/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2008/02/index.html	(from http://localhost/blogs/iLatish/)
18:17:21	4913/4913	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:47:17%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/164	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/164.json	(from http://localhost/blogs/iLatish/religion/)
18:17:25	32201/32201	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:18%20GMT	http://localhost/blogs/iLatish/2007/12/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2007/12/index.html	(from http://localhost/blogs/iLatish/)
18:17:25	35592/35592	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:18%20GMT	http://localhost/blogs/iLatish/2007/11/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2007/11/index.html	(from http://localhost/blogs/iLatish/)
18:17:25	2083/2083	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:47:21%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Freligion%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed909b.json	(from http://localhost/blogs/iLatish/religion/)
18:17:25	36037/36037	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:19%20GMT	http://localhost/blogs/iLatish/2007/09/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2007/09/index.html	(from http://localhost/blogs/iLatish/)
18:17:25	2235/2235	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:47:25%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Freligion%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed7765	(from http://localhost/blogs/iLatish/religion/)
18:17:33	28787/28787	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:26%20GMT	http://localhost/blogs/iLatish/2007/08/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2007/08/index.html	(from http://localhost/blogs/iLatish/)
18:17:33	28495/28495	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:26%20GMT	http://localhost/blogs/iLatish/2007/07/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2007/07/index.html	(from http://localhost/blogs/iLatish/)
18:17:33	28365/28365	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:26%20GMT	http://localhost/blogs/iLatish/2007/05/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2007/05/index.html	(from http://localhost/blogs/iLatish/)
18:17:33	29074/29074	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:26%20GMT	http://localhost/blogs/iLatish/2007/04/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2007/04/index.html	(from http://localhost/blogs/iLatish/)
18:17:39	31060/31060	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:33%20GMT	http://localhost/blogs/iLatish/2007/01/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2007/01/index.html	(from http://localhost/blogs/iLatish/)
18:17:39	28521/28521	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:33%20GMT	http://localhost/blogs/iLatish/2006/12/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/2006/12/index.html	(from http://localhost/blogs/iLatish/)
18:17:39	32968/32968	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:47:33%20GMT	http://localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/index.html	(from http://localhost/blogs/iLatish/)
